fiscal_year,category,initiative,award_type,member,organization,program,ein,amount,agency,purpose,confidence,name_source,absorbed_from_file,absorbed_from_line,absorbed_from_ein,disclosure_confirmed
2019,DOMESTIC VIOLENCE SERVICES,Domestic Violence and Empowerment (DoVE) Initiative,initiative_provider,,"Crime Victims Treatment Center, Inc.",,815080860,45000,MOCJ,"The DoVE Initiative supports a range of services that include case management, crisis intervention, referrals, counseling, empowerment workshops, legal advocacy and referrals. Safe Horizon, the administrator for this program, serves as a liaison between the City and the community based organizations to resolve complex administrative issues, and provides training, technical assistance, and direct services.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,166,135675643,yes
2019,CRIMINAL JUSTICE SERVICES,Initiative to Combat Sexual Assault,initiative_provider,,"Crime Victims Treatment Center, Inc.",,815080860,200000,MOCJ,"Funding supports community-based organizations that provide physical and sexual assault related services, which include crisis intervention, legal advocacy, individual and group trauma-focused therapy, short-term counseling, forensic training to medical personnel, and referrals. Post-adoption, the Council will designate $1,062,000 to fund sexual assault services and prevention. In addition, this allocation partially supports operating costs for four Child Advocacy Centers (CACs) that are located in Brooklyn, Queens, Staten Island, and the Bronx. CACs work handin-hand with law enforcement and child protective services to coordinate and expedite the investigation and prosecution of child sexual abuse cases.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,100,136171197,yes
2019,YOUTH SERVICES,COMPASS,initiative_provider,,"Development Outreach, Inc.",,132997764,150000,DYCD,This allocation supports programming for children in grades K-5 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,832,131623989,yes
2019,PUBLIC SAFETY,,initiative_provider,,"East Flatbush Village, Inc.",,800612019,18000,DCLA,"This allocation supports the use of art as a means to engage, organize, and mobilize communities in the public awareness and conflict mediation surrounding gun violence.",medium,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,632,132709368,yes
2019,HEALTH SERVICES,Child Health and Wellness,initiative_provider,,"Gay Men of African Descent, Inc.",,133597820,10000,DHMH,"This allocation supports HIV/AIDS prevention, education, outreach, advocacy, and support services funded by religious institutions and community-based organizations.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,301,112527706,yes
2019,COMMUNITY DEVELOPMENT,Communities of Color Nonprofit Stabilization Fund,initiative_provider,,"Haitian Americans United for Progress, Inc.",,112423857,70000,DYCD,"This funding creates additional basic literacy, English for Speakers of Other Languages and Graduate Equivalency Degree classes for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management for students.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,36,133584616,yes
2019,HEALTH SERVICES,Child Health and Wellness,initiative_provider,,"Healthix, Inc.",,450553664,10000,DHMH,"This funding supports prevention, education, outreach, and support services that align with the Ending the Epidemic (ETE) framework, and connects clients to healthcare and medication, including Pre-Exposure Prophylaxis (PrEP) and Post-Exposure Prophylaxis (PEP).",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,263,133584089,yes
2019,EDUCATION,LGBTQ Inclusive Curriculum,initiative_provider,,"History UnErased, Inc.",LGBT Inclusive Curriculum,472852025,100000,DOE,"This allocation will fund the DOE’s effort to support the needs of LGBTQ youth and address the intersectionality of race, sexual orientation and gender identity through DOE’s general curriculum. This funding will support professional development for public school teachers as well as integrating LGBTQ inclusive curriculum into literacy and history classes.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,190,521996380,yes
2019,HEALTH SERVICES,Viral Hepatitis Prevention,initiative_provider,,"Housing Works, Inc.",,133584089,13500,DHMH,"This funding supports a range of programs and services intended to combat the spread of Hepatitis B/C and HIV as passed through intravenous drug use. In addition to Hepatitis B/C testing, services may include care coordination, overdose prevention, or sterile syringe access.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,345,237348989,yes
2019,MENTAL HEALTH SERVICES,Opioid Prevention and Treatment,initiative_provider,,"Housing Works, Inc.",,133584089,250000,DHMH,This funding supports community-based organizations to conduct localized prevention and treatment efforts around opioid abuse.,high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,628,133724008,yes
2019,SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Worker Cooperative Business Development Initiative,initiative_provider,,"ICA Group, Inc., The",,042628399,309800,SBS,"The Worker Cooperative Business Development initiative will support the creation of jobs in worker cooperatives by coordinating education and training resources and by providing technical, legal, and financial assistance. The initiative will fund a comprehensive citywide effort to reach cooperative entrepreneurs, provide for the start-up of new worker cooperative small businesses, and provide assistance to existing cooperatives. The initiative will offer workforce development and concrete skills for unemployed, underemployed and discouraged workers in high-needs neighborhoods.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,767,112777066,yes
2019,IMMIGRANT SERVICES,Immigrant Opportunities Initiative,initiative_provider,,Immigration Equality,,133802711,10000,DSS/HRA,"This allocation supports legal services for recent immigrants to assist with applications for citizenship or permanent residency, and various other immigrant related legal services.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,489,132600199,yes
2019,IMMIGRANT SERVICES,Immigrant Health Initiative,initiative_provider,,"Institute for Family Health, The",,133273402,100000,DHMH,"This funding supports programs that decrease health disparities among foreignborn New Yorkers by: improving access to health care, addressing cultural and language barriers, and targeting resources and interventions. The initiative will also support mental health services for vulnerable immigrants.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,458,237348989,yes
2019,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,,"Instituto Arte Teatral Internacional, Inc.",,133111859,29800,DCLA,To support the operations and programming of theaters and cultural organizations.,high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,125,237212492,yes
2019,YOUTH SERVICES,COMPASS,initiative_provider,,Jewish Institute of Queens,,542068797,210000,DYCD,This allocation supports programming for children in grades K-5 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,833,135562301,yes
2019,CRIMINAL JUSTICE SERVICES,Support for Victims of Human Trafficking,initiative_provider,,"LifeWay Network, Inc.",,208645579,60000,MOCJ,"This allocation supports programs that offer counseling and assistance with mental health, educational, immigration, housing and employment, as an alternative to detention or incarceration, for defendants in the City’s five human trafficking intervention courts; and for other victims of human trafficking.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,110,136400434,yes
2019,HEALTH SERVICES,HIV/AIDS Faith-Based,initiative_provider,,Lower East Side Family Union,,237412423,61701,DHMH,"This funding supports a range of maternal and child health services and coordination efforts that aid expectant mothers and women of childbearing age, promoting women’s health before, during, and after pregnancy in an effort to improve maternal and child health outcomes and reduce infant mortality rates. Services may include doula care or home-visiting programs.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,319,131624096,yes
