fy,tier,absorbing_file,absorbing_line,absorbing_ein,absorbing_amount,absorbing_category,absorbing_initiative,absorbing_award_type,extracted_name,ein,amount,verdict,scope,n_candidates,already_in_corpus,d_organization,d_member,d_program,d_agency,d_purpose,d_source,d_status,d_fy,first_candidate_name
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,409,112451752,61000,HOUSING,,initiative_provider,"Northwest Bronx Community and Clergy Coalition, Inc.",132806160,29730,unique,same_fy,1,0,"Northwest Bronx Community and Clergy Coalition, Inc.",,,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",Community Housing Preservation Strategies,Cleared,FY19,"Northwest Bronx Community and Clergy Coalition, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,418,132735378,29730,HOUSING,,initiative_provider,"Strycker's Bay Neighborhood Council, Inc.",131943516,29730,unique,same_fy,1,0,"Strycker's Bay Neighborhood Council, Inc.",,,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",Community Housing Preservation Strategies,Cleared,FY19,"Strycker's Bay Neighborhood Council, Inc."
FY19,D,data/fy19/schedule_c/fy19_schedule_c_awards.csv,445,112451752,102000,HOUSING,Stabilizing NYC,initiative_provider,"Mary Mitchell Family and Youth Center, Inc.",133385032,125000,absent,none,0,0,,,,,,,,,
FY19,D,data/fy19/schedule_c/fy19_schedule_c_awards.csv,445,112451752,102000,HOUSING,Stabilizing NYC,initiative_provider,"Northwest Bronx Community and Clergy Coalition, Inc.",132806160,125000,absent,none,0,0,,,,,,,,,
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,451,133749744,50000,IMMIGRANT SERVICES,Immigrant Health Initiative,initiative_provider,Ackerman Institute for the Family,131923959,65000,unique,same_fy,1,0,Ackerman Institute for the Family,,,DHMH,"This funding supports programs that decrease health disparities among foreignborn New Yorkers by: improving access to health care, addressing cultural and language barriers, and targeting resources and interventions. The initiative will also support mental health services for vulnerable immigrants.",Immigrant Health Initiative,Cleared,FY19,Ackerman Institute for the Family
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,458,237348989,30000,IMMIGRANT SERVICES,Immigrant Health Initiative,initiative_provider,"Institute for Family Health, The",133273402,100000,unique,same_fy,1,0,"Institute for Family Health, The",,,DHMH,"This funding supports programs that decrease health disparities among foreignborn New Yorkers by: improving access to health care, addressing cultural and language barriers, and targeting resources and interventions. The initiative will also support mental health services for vulnerable immigrants.",Immigrant Health Initiative,Cleared,FY19,"Institute for Family Health, The"
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,489,132600199,425000,IMMIGRANT SERVICES,Immigrant Opportunities Initiative,initiative_provider,Immigration Equality,133802711,10000,unique,same_fy,1,0,Immigration Equality,,,DSS/HRA,"This allocation supports legal services for recent immigrants to assist with applications for citizenship or permanent residency, and various other immigrant related legal services.",Immigrant Opportunities Initiative,Cleared,FY19,Immigration Equality
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,559,136216919,85000,MENTAL HEALTH SERVICES,Autism Awareness,initiative_provider,"Sinergia, Inc.",133183344,60548,unique,same_fy,1,0,"Sinergia, Inc.",,,DHMH,This allocation supports wraparound services for autistic children in after-school and summer programs and during school closings. The programs may also provide forums or training seminars to teach coping skills to families and caregivers affected by autism.,Autism Awareness,Cleared,FY19,"Sinergia, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,599,743177454,107103,MENTAL HEALTH SERVICES,,initiative_provider,"PSCH, INC. (Kingsboro Psychiatric Center)",112542430,132103,unique,same_fy,1,0,"PSCH, Inc.",,,DHMH,"This initiative supports a range of programs and services that address the needs of individuals with chemical dependencies, developmental disabilities, and/or serious mental illnesses, as well as the needs of their families and caregivers. The funding may support medically supervised outpatient programs, transition management programs, Article 16 clinics, psychological clubs, recreation programs, or other behavioral health services.","Developmental, Psychological and Behavioral Health Services",Cleared,FY19,"PSCH, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,628,133724008,250000,MENTAL HEALTH SERVICES,Opioid Prevention and Treatment,initiative_provider,"Housing Works, Inc.",133584089,250000,unique,same_fy,1,0,"Housing Works, Inc.",,,DHMH,This funding supports community-based organizations to conduct localized prevention and treatment efforts around opioid abuse.,Opioid Prevention and Treatment,Cleared,FY19,"Housing Works, Inc."
FY19,B,data/fy19/schedule_c/fy19_schedule_c_awards.csv,632,132709368,16000,PUBLIC SAFETY,,initiative_provider,"East Flatbush Village, Inc.",800612019,18000,unique_by_name,same_fy,2,0,"East Flatbush Village, Inc.",,,DCLA,"This allocation supports the use of art as a means to engage, organize, and mobilize communities in the public awareness and conflict mediation surrounding gun violence.",Art a Catalyst for Change,Cleared,FY19,"East Flatbush Village, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,632,132709368,16000,PUBLIC SAFETY,,initiative_provider,"Afro-Latin Jazz Alliance of New York, Inc.",453665976,18000,unique,same_fy,1,0,"Afro-Latin Jazz Alliance of New York, Inc.",,Brownsville Academy,DCLA,"This allocation supports the use of art as a means to engage, organize, and mobilize communities in the public awareness and conflict mediation surrounding gun violence.",Art a Catalyst for Change,Cleared,FY19,"Afro-Latin Jazz Alliance of New York, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,632,132709368,16000,PUBLIC SAFETY,,initiative_provider,"Central Brooklyn Jazz Consortium, Inc.",113549224,18000,unique,same_fy,1,0,"Central Brooklyn Jazz Consortium, Inc.",,Public School 284K,DCLA,"This allocation supports the use of art as a means to engage, organize, and mobilize communities in the public awareness and conflict mediation surrounding gun violence.",Art a Catalyst for Change,Cleared,FY19,"Central Brooklyn Jazz Consortium, Inc."
FY19,B,data/fy19/schedule_c/fy19_schedule_c_awards.csv,649,112864728,143000,SENIOR SERVICES,Borough Presidents’ Discretionary Funding Restoration,initiative_provider,"Community Service Center of Greater Williamsburg, Inc.",455180976,25000,unique_by_name,same_fy,2,0,"Community Service Center of Greater Williamsburg, Inc.",,,,,,Cleared,FY19,"Community Service Center of Greater Williamsburg, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,680,200351906,100000,SENIOR SERVICES,Senior Centers for Immigrant Populations,initiative_provider,"Vision Urbana, Inc.",133848575,100000,unique,same_fy,1,0,"Vision Urbana, Inc.",,,DFTA,This initiative will provide operational support to culturally competent and linguistically accessible non-DFTA senior centers and programmatic support for DFTA senior centers that predominantly serve immigrant seniors.,Senior Centers for Immigrant Populations,Cleared,FY19,"Vision Urbana, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,699,133591350,73000,SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Chamber on the Go and Small Business Assistance,initiative_provider,"Caribbean American Chamber of Commerce and Industry, Inc.",112903423,88500,unique,same_fy,1,0,"Caribbean American Chamber of Commerce and Industry, Inc.",,,SBS,"This initiative will provide assistance to entrepreneurs and small businesses. Funding will support outreach efforts aimed at increasing businesses’ access to a variety of services including: pro-bono legal assistance, technical and financing assistance, business counseling, financial literacy, referrals to other governmental resources and support, and assistance with affordable healthcare enrollment opportunities.",Chamber on the Go and Small Business Assistance,Cleared,FY19,"Caribbean American Chamber of Commerce and Industry, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,704,133255591,125000,SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Construction Site Safety Training,initiative_provider,"Public Housing Communities, Inc.",203937275,125000,unique,same_fy,1,0,"Public Housing Communities, Inc.",,,SBS,"This funding provides $1 million for construction site safety training, education,outreach and referral services for construction workers and subcontractors employed at permitted building and demolition projects in the city.",Construction Site Safety,Cleared,FY19,"Public Housing Communities, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,767,112777066,444700,SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Worker Cooperative Business Development Initiative,initiative_provider,"ICA Group, Inc., The",042628399,309800,unique,same_fy,1,0,"ICA Group, Inc., The",,,SBS,"The Worker Cooperative Business Development initiative will support the creation of jobs in worker cooperatives by coordinating education and training resources and by providing technical, legal, and financial assistance. The initiative will fund a comprehensive citywide effort to reach cooperative entrepreneurs, provide for the start-up of new worker cooperative small businesses, and provide assistance to existing cooperatives. The initiative will offer workforce development and concrete skills for unemployed, underemployed and discouraged workers in high-needs neighborhoods.",Worker Cooperative Business Development Initiative,Cleared,FY19,"ICA Group, Inc., The"
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,767,112777066,444700,SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Worker Cooperative Business Development Initiative,initiative_provider,"NYC NOWC, Inc.",465245034,252600,unique,same_fy,1,0,"NYC NOWC, Inc.",,,SBS,"The Worker Cooperative Business Development initiative will support the creation of jobs in worker cooperatives by coordinating education and training resources and by providing technical, legal, and financial assistance. The initiative will fund a comprehensive citywide effort to reach cooperative entrepreneurs, provide for the start-up of new worker cooperative small businesses, and provide assistance to existing cooperatives. The initiative will offer workforce development and concrete skills for unemployed, underemployed and discouraged workers in high-needs neighborhoods.",Worker Cooperative Business Development Initiative,Cleared,FY19,"NYC NOWC, Inc."
